date,status,age_group,gender,count,rate_per_100000
2020-02-01,cases,60 to 69,male,3,0.1210205908
2020-02-01,cases,60 to 69,female,1,0.03868905989
2020-02-01,cases,60 to 69,all,4,0.07899476008
2020-02-01,cases,all,male,6,0.02997945358
2020-02-01,cases,all,female,12,0.05974889333
2020-02-01,cases,all,all,18,0.04489028702
2020-02-01,hospitalizations,50 to 59,female,1,0.03972628589
2020-02-01,hospitalizations,50 to 59,all,1,0.02007772892
2020-02-01,hospitalizations,all,female,1,0.004979074444
2020-02-01,hospitalizations,all,all,1,0.002493904834
2020-02-01,icu,50 to 59,female,1,0.03972628589
2020-02-01,icu,50 to 59,all,1,0.02007772892
2020-02-01,icu,all,female,1,0.004979074444
2020-02-01,icu,all,all,1,0.002493904834
2020-02-08,cases,12 to 19,male,1,0.0546787514
2020-02-08,cases,12 to 19,all,1,0.02817225191
2020-02-08,cases,20 to 29,male,1,0.03469299819
2020-02-08,cases,20 to 29,female,1,0.0378503571
2020-02-08,cases,20 to 29,all,2,0.03620296759
2020-02-08,cases,30 to 39,male,1,0.03391490614
2020-02-08,cases,30 to 39,female,2,0.07049837061
2020-02-08,cases,30 to 39,all,3,0.0518537634
2020-02-08,cases,all,male,3,0.01498972679
2020-02-08,cases,all,female,3,0.01493722333
2020-02-08,cases,all,all,6,0.01496342901
2020-02-15,cases,0 to 11,male,2,0.08001331422
2020-02-15,cases,0 to 11,all,2,0.04102433666
2020-02-15,cases,12 to 19,male,1,0.0546787514
2020-02-15,cases,12 to 19,female,2,0.1162298748
2020-02-15,cases,12 to 19,all,3,0.08451675573
2020-02-15,cases,30 to 39,female,3,0.1057475559
2020-02-15,cases,30 to 39,all,3,0.0518537634
2020-02-15,cases,40 to 49,male,1,0.03893563978
2020-02-15,cases,40 to 49,female,1,0.03901300225
2020-02-15,cases,40 to 49,all,2,0.03897428262
2020-02-15,cases,60 to 69,male,2,0.0806803939
2020-02-15,cases,60 to 69,female,1,0.03868905989
2020-02-15,cases,60 to 69,all,3,0.05924607006
2020-02-15,cases,70 to 79,female,1,0.05642270992
2020-02-15,cases,70 to 79,all,1,0.02965333473
2020-02-15,cases,80+,male,1,0.1344745742
2020-02-15,cases,80+,all,1,0.05509814909
2020-02-15,cases,all,male,7,0.03497602918
2020-02-15,cases,all,female,8,0.03983259555
2020-02-15,cases,all,all,15,0.03740857251
2020-02-15,hospitalizations,30 to 39,female,1,0.0352491853
2020-02-15,hospitalizations,30 to 39,all,1,0.0172845878
2020-02-15,hospitalizations,80+,male,1,0.1344745742
2020-02-15,hospitalizations,80+,all,1,0.05509814909
2020-02-15,hospitalizations,all,male,1,0.004996575597
2020-02-15,hospitalizations,all,female,1,0.004979074444
2020-02-15,hospitalizations,all,all,2,0.004987809668
2020-02-15,icu,30 to 39,female,1,0.0352491853
2020-02-15,icu,30 to 39,all,1,0.0172845878
2020-02-15,icu,80+,male,1,0.1344745742
2020-02-15,icu,80+,all,1,0.05509814909
2020-02-15,icu,all,male,1,0.004996575597
2020-02-15,icu,all,female,1,0.004979074444
2020-02-15,icu,all,all,2,0.004987809668
2020-02-22,cases,0 to 11,female,1,0.0420951426
2020-02-22,cases,0 to 11,all,1,0.02051216833
2020-02-22,cases,20 to 29,male,2,0.06938599638
2020-02-22,cases,20 to 29,female,1,0.0378503571
2020-02-22,cases,20 to 29,all,3,0.05430445139
2020-02-22,cases,30 to 39,female,3,0.1057475559
2020-02-22,cases,30 to 39,all,3,0.0518537634
2020-02-22,cases,40 to 49,male,3,0.1168069193
2020-02-22,cases,40 to 49,female,3,0.1170390068
2020-02-22,cases,40 to 49,all,6,0.1169228479
2020-02-22,cases,50 to 59,male,2,0.08118800788
2020-02-22,cases,50 to 59,female,1,0.03972628589
2020-02-22,cases,50 to 59,all,3,0.06023318676
2020-02-22,cases,60 to 69,male,2,0.0806803939
2020-02-22,cases,60 to 69,female,2,0.07737811979
2020-02-22,cases,60 to 69,all,4,0.07899476008
2020-02-22,cases,70 to 79,male,1,0.06250132815
2020-02-22,cases,70 to 79,female,6,0.3385362595
2020-02-22,cases,70 to 79,all,7,0.2075733431
2020-02-22,cases,80+,male,1,0.1344745742
2020-02-22,cases,80+,all,1,0.05509814909
2020-02-22,cases,all,male,11,0.05496233157
2020-02-22,cases,all,female,17,0.08464426555
2020-02-22,cases,all,all,28,0.06982933536
2020-02-22,hospitalizations,50 to 59,male,1,0.04059400394
2020-02-22,hospitalizations,50 to 59,all,1,0.02007772892
2020-02-22,hospitalizations,60 to 69,male,1,0.04034019695
2020-02-22,hospitalizations,60 to 69,all,1,0.01974869002
2020-02-22,hospitalizations,all,male,2,0.009993151194
2020-02-22,hospitalizations,all,all,2,0.004987809668
2020-02-29,cases,0 to 11,male,1,0.04000665711
2020-02-29,cases,0 to 11,all,1,0.02051216833
2020-02-29,cases,12 to 19,male,1,0.0546787514
2020-02-29,cases,12 to 19,female,2,0.1162298748
2020-02-29,cases,12 to 19,all,3,0.08451675573
2020-02-29,cases,20 to 29,female,5,0.1892517855
2020-02-29,cases,20 to 29,all,5,0.09050741898
2020-02-29,cases,30 to 39,male,5,0.1695745307
2020-02-29,cases,30 to 39,female,6,0.2114951118
2020-02-29,cases,30 to 39,all,11,0.1901304658
2020-02-29,cases,40 to 49,male,4,0.1557425591
2020-02-29,cases,40 to 49,female,3,0.1170390068
2020-02-29,cases,40 to 49,all,7,0.1364099892
2020-02-29,cases,50 to 59,male,6,0.2435640236
2020-02-29,cases,50 to 59,female,12,0.4767154307
2020-02-29,cases,50 to 59,all,18,0.3613991206
2020-02-29,cases,60 to 69,male,15,0.6051029542
2020-02-29,cases,60 to 69,female,11,0.4255796588
2020-02-29,cases,60 to 69,all,26,0.5134659405
2020-02-29,cases,70 to 79,male,6,0.3750079689
2020-02-29,cases,70 to 79,female,3,0.1692681297
2020-02-29,cases,70 to 79,all,9,0.2668800125
2020-02-29,cases,80+,male,3,0.4034237227
2020-02-29,cases,80+,female,3,0.2800315129
2020-02-29,cases,80+,all,6,0.3305888945
2020-02-29,cases,all,male,41,0.2048595995
2020-02-29,cases,all,female,45,0.22405835
2020-02-29,cases,all,all,86,0.2144758157
2020-02-29,hospitalizations,20 to 29,female,1,0.0378503571
2020-02-29,hospitalizations,20 to 29,all,1,0.0181014838
2020-02-29,hospitalizations,40 to 49,male,2,0.07787127955
2020-02-29,hospitalizations,40 to 49,all,2,0.03897428262
2020-02-29,hospitalizations,50 to 59,female,1,0.03972628589
2020-02-29,hospitalizations,50 to 59,all,1,0.02007772892
2020-02-29,hospitalizations,60 to 69,male,2,0.0806803939
2020-02-29,hospitalizations,60 to 69,female,4,0.1547562396
2020-02-29,hospitalizations,60 to 69,all,6,0.1184921401
2020-02-29,hospitalizations,70 to 79,male,2,0.1250026563
2020-02-29,hospitalizations,70 to 79,all,2,0.05930666945
2020-02-29,hospitalizations,80+,male,1,0.1344745742
2020-02-29,hospitalizations,80+,female,3,0.2800315129
2020-02-29,hospitalizations,80+,all,4,0.2203925964
2020-02-29,hospitalizations,all,male,7,0.03497602918
2020-02-29,hospitalizations,all,female,9,0.04481166999
2020-02-29,hospitalizations,all,all,16,0.03990247735
2020-02-29,icu,40 to 49,male,1,0.03893563978
2020-02-29,icu,40 to 49,all,1,0.01948714131
2020-02-29,icu,50 to 59,female,1,0.03972628589
2020-02-29,icu,50 to 59,all,1,0.02007772892
2020-02-29,icu,60 to 69,male,1,0.04034019695
2020-02-29,icu,60 to 69,female,2,0.07737811979
2020-02-29,icu,60 to 69,all,3,0.05924607006
2020-02-29,icu,70 to 79,male,1,0.06250132815
2020-02-29,icu,70 to 79,all,1,0.02965333473
2020-02-29,icu,80+,female,2,0.1866876753
2020-02-29,icu,80+,all,2,0.1101962982
2020-02-29,icu,all,male,3,0.01498972679
2020-02-29,icu,all,female,5,0.02489537222
2020-02-29,icu,all,all,8,0.01995123867
2020-03-07,cases,0 to 11,male,3,0.1200199713
2020-03-07,cases,0 to 11,female,2,0.0841902852
2020-03-07,cases,0 to 11,all,5,0.1025608417
2020-03-07,cases,12 to 19,male,2,0.1093575028
2020-03-07,cases,12 to 19,female,3,0.1743448122
2020-03-07,cases,12 to 19,all,5,0.1408612595
2020-03-07,cases,20 to 29,male,11,0.3816229801
2020-03-07,cases,20 to 29,female,19,0.7191567849
2020-03-07,cases,20 to 29,all,30,0.5430445139
2020-03-07,cases,30 to 39,male,31,1.05136209
2020-03-07,cases,30 to 39,female,29,1.022226374
2020-03-07,cases,30 to 39,all,60,1.037075268
2020-03-07,cases,40 to 49,male,34,1.323811752
2020-03-07,cases,40 to 49,female,25,0.9753250563
2020-03-07,cases,40 to 49,all,59,1.149741337
2020-03-07,cases,50 to 59,male,34,1.380196134
2020-03-07,cases,50 to 59,female,40,1.589051436
2020-03-07,cases,50 to 59,all,74,1.48575194
2020-03-07,cases,60 to 69,male,34,1.371566696
2020-03-07,cases,60 to 69,female,29,1.121982737
2020-03-07,cases,60 to 69,all,63,1.244167471
2020-03-07,cases,70 to 79,male,19,1.187525235
2020-03-07,cases,70 to 79,female,21,1.184876908
2020-03-07,cases,70 to 79,all,40,1.186133389
2020-03-07,cases,80+,male,11,1.479220316
2020-03-07,cases,80+,female,12,1.120126052
2020-03-07,cases,80+,all,23,1.267257429
2020-03-07,cases,all,male,179,0.8943870318
2020-03-07,cases,all,female,180,0.8962333999
2020-03-07,cases,all,all,359,0.8953118355
2020-03-07,hospitalizations,20 to 29,female,1,0.0378503571
2020-03-07,hospitalizations,20 to 29,all,1,0.0181014838
2020-03-07,hospitalizations,30 to 39,male,3,0.1017447184
2020-03-07,hospitalizations,30 to 39,all,3,0.0518537634
2020-03-07,hospitalizations,40 to 49,male,8,0.3114851182
2020-03-07,hospitalizations,40 to 49,female,4,0.156052009
2020-03-07,hospitalizations,40 to 49,all,12,0.2338456957
2020-03-07,hospitalizations,50 to 59,male,4,0.1623760158
2020-03-07,hospitalizations,50 to 59,female,3,0.1191788577
2020-03-07,hospitalizations,50 to 59,all,7,0.1405441024
2020-03-07,hospitalizations,60 to 69,male,12,0.4840823634
2020-03-07,hospitalizations,60 to 69,female,5,0.1934452995
2020-03-07,hospitalizations,60 to 69,all,17,0.3357277303
2020-03-07,hospitalizations,70 to 79,male,10,0.6250132815
2020-03-07,hospitalizations,70 to 79,female,4,0.2256908397
2020-03-07,hospitalizations,70 to 79,all,14,0.4151466862
2020-03-07,hospitalizations,80+,male,8,1.075796594
2020-03-07,hospitalizations,80+,female,4,0.3733753505
2020-03-07,hospitalizations,80+,all,12,0.6611777891
2020-03-07,hospitalizations,all,male,45,0.2248459019
2020-03-07,hospitalizations,all,female,21,0.1045605633
2020-03-07,hospitalizations,all,all,66,0.1645977191
2020-03-07,icu,30 to 39,male,1,0.03391490614
2020-03-07,icu,30 to 39,all,1,0.0172845878
2020-03-07,icu,40 to 49,male,2,0.07787127955
2020-03-07,icu,40 to 49,female,2,0.07802600451
2020-03-07,icu,40 to 49,all,4,0.07794856525
2020-03-07,icu,50 to 59,male,2,0.08118800788
2020-03-07,icu,50 to 59,female,2,0.07945257178
2020-03-07,icu,50 to 59,all,4,0.08031091568
2020-03-07,icu,60 to 69,male,5,0.2017009847
2020-03-07,icu,60 to 69,female,3,0.1160671797
2020-03-07,icu,60 to 69,all,8,0.1579895202
2020-03-07,icu,70 to 79,male,5,0.3125066408
2020-03-07,icu,70 to 79,female,2,0.1128454198
2020-03-07,icu,70 to 79,all,7,0.2075733431
2020-03-07,icu,80+,male,1,0.1344745742
2020-03-07,icu,80+,female,1,0.09334383763
2020-03-07,icu,80+,all,2,0.1101962982
2020-03-07,icu,all,male,16,0.07994520955
2020-03-07,icu,all,female,10,0.04979074444
2020-03-07,icu,all,all,26,0.06484152569
2020-03-07,deaths,50 to 59,male,1,0.04059400394
2020-03-07,deaths,50 to 59,female,1,0.03972628589
2020-03-07,deaths,50 to 59,all,2,0.04015545784
2020-03-07,deaths,60 to 69,male,2,0.0806803939
2020-03-07,deaths,60 to 69,all,2,0.03949738004
2020-03-07,deaths,70 to 79,male,1,0.06250132815
2020-03-07,deaths,70 to 79,female,2,0.1128454198
2020-03-07,deaths,70 to 79,all,3,0.08896000418
2020-03-07,deaths,80+,male,5,0.6723728711
2020-03-07,deaths,80+,female,5,0.4667191881
2020-03-07,deaths,80+,all,10,0.5509814909
2020-03-07,deaths,all,male,9,0.04496918037
2020-03-07,deaths,all,female,8,0.03983259555
2020-03-07,deaths,all,all,17,0.04239638218
2020-03-14,cases,0 to 11,male,25,1.000166428
2020-03-14,cases,0 to 11,female,10,0.420951426
2020-03-14,cases,0 to 11,all,35,0.7179258916
2020-03-14,cases,12 to 19,male,15,0.820181271
2020-03-14,cases,12 to 19,female,16,0.9298389984
2020-03-14,cases,12 to 19,all,31,0.8733398092
2020-03-14,cases,20 to 29,male,98,3.399913823
2020-03-14,cases,20 to 29,female,107,4.04998821
2020-03-14,cases,20 to 29,all,205,3.710804178
2020-03-14,cases,30 to 39,male,146,4.951576297
2020-03-14,cases,30 to 39,female,119,4.194653051
2020-03-14,cases,30 to 39,all,265,4.580415767
2020-03-14,cases,40 to 49,male,168,6.541187483
2020-03-14,cases,40 to 49,female,120,4.68156027
2020-03-14,cases,40 to 49,all,288,5.612296698
2020-03-14,cases,50 to 59,male,156,6.332664615
2020-03-14,cases,50 to 59,female,157,6.237026885
2020-03-14,cases,50 to 59,all,313,6.284329152
2020-03-14,cases,60 to 69,male,122,4.921504028
2020-03-14,cases,60 to 69,female,116,4.487930948
2020-03-14,cases,60 to 69,all,238,4.700188225
2020-03-14,cases,70 to 79,male,62,3.875082345
2020-03-14,cases,70 to 79,female,85,4.795930343
2020-03-14,cases,70 to 79,all,147,4.359040205
2020-03-14,cases,80+,male,38,5.11003382
2020-03-14,cases,80+,female,29,2.706971291
2020-03-14,cases,80+,all,67,3.691575989
2020-03-14,cases,all,male,830,4.147157745
2020-03-14,cases,all,female,759,3.779117503
2020-03-14,cases,all,all,1589,3.962814782
2020-03-14,hospitalizations,0 to 11,male,2,0.08001331422
2020-03-14,hospitalizations,0 to 11,female,1,0.0420951426
2020-03-14,hospitalizations,0 to 11,all,3,0.06153650499
2020-03-14,hospitalizations,12 to 19,male,2,0.1093575028
2020-03-14,hospitalizations,12 to 19,all,2,0.05634450382
2020-03-14,hospitalizations,20 to 29,male,8,0.2775439855
2020-03-14,hospitalizations,20 to 29,female,4,0.1514014284
2020-03-14,hospitalizations,20 to 29,all,12,0.2172178056
2020-03-14,hospitalizations,30 to 39,male,11,0.3730639676
2020-03-14,hospitalizations,30 to 39,female,7,0.2467442971
2020-03-14,hospitalizations,30 to 39,all,18,0.3111225804
2020-03-14,hospitalizations,40 to 49,male,22,0.8565840751
2020-03-14,hospitalizations,40 to 49,female,7,0.2730910158
2020-03-14,hospitalizations,40 to 49,all,29,0.5651270981
2020-03-14,hospitalizations,50 to 59,male,36,1.461384142
2020-03-14,hospitalizations,50 to 59,female,25,0.9931571473
2020-03-14,hospitalizations,50 to 59,all,61,1.224741464
2020-03-14,hospitalizations,60 to 69,male,35,1.411906893
2020-03-14,hospitalizations,60 to 69,female,18,0.6964030781
2020-03-14,hospitalizations,60 to 69,all,53,1.046680571
2020-03-14,hospitalizations,70 to 79,male,31,1.937541173
2020-03-14,hospitalizations,70 to 79,female,38,2.144062977
2020-03-14,hospitalizations,70 to 79,all,69,2.046080096
2020-03-14,hospitalizations,80+,male,21,2.823966059
2020-03-14,hospitalizations,80+,female,8,0.746750701
2020-03-14,hospitalizations,80+,all,29,1.597846324
2020-03-14,hospitalizations,all,male,168,0.8394247003
2020-03-14,hospitalizations,all,female,108,0.5377400399
2020-03-14,hospitalizations,all,all,276,0.6883177342
2020-03-14,icu,0 to 11,male,1,0.04000665711
2020-03-14,icu,0 to 11,all,1,0.02051216833
2020-03-14,icu,12 to 19,male,1,0.0546787514
2020-03-14,icu,12 to 19,all,1,0.02817225191
2020-03-14,icu,20 to 29,male,2,0.06938599638
2020-03-14,icu,20 to 29,female,1,0.0378503571
2020-03-14,icu,20 to 29,all,3,0.05430445139
2020-03-14,icu,30 to 39,male,3,0.1017447184
2020-03-14,icu,30 to 39,female,1,0.0352491853
2020-03-14,icu,30 to 39,all,4,0.0691383512
2020-03-14,icu,40 to 49,male,9,0.350420758
2020-03-14,icu,40 to 49,female,4,0.156052009
2020-03-14,icu,40 to 49,all,13,0.2533328371
2020-03-14,icu,50 to 59,male,21,0.8524740828
2020-03-14,icu,50 to 59,female,10,0.3972628589
2020-03-14,icu,50 to 59,all,31,0.6224095965
2020-03-14,icu,60 to 69,male,23,0.9278245298
2020-03-14,icu,60 to 69,female,10,0.3868905989
2020-03-14,icu,60 to 69,all,33,0.6517067707
2020-03-14,icu,70 to 79,male,20,1.250026563
2020-03-14,icu,70 to 79,female,15,0.8463406487
2020-03-14,icu,70 to 79,all,35,1.037866715
2020-03-14,icu,80+,male,7,0.9413220195
2020-03-14,icu,80+,female,3,0.2800315129
2020-03-14,icu,80+,all,10,0.5509814909
2020-03-14,icu,all,male,87,0.4347020769
2020-03-14,icu,all,female,44,0.2190792755
2020-03-14,icu,all,all,131,0.3267015333
2020-03-14,deaths,30 to 39,male,1,0.03391490614
2020-03-14,deaths,30 to 39,all,1,0.0172845878
2020-03-14,deaths,40 to 49,male,2,0.07787127955
2020-03-14,deaths,40 to 49,all,2,0.03897428262
2020-03-14,deaths,50 to 59,male,2,0.08118800788
2020-03-14,deaths,50 to 59,all,2,0.04015545784
2020-03-14,deaths,60 to 69,male,5,0.2017009847
2020-03-14,deaths,60 to 69,female,4,0.1547562396
2020-03-14,deaths,60 to 69,all,9,0.1777382102
2020-03-14,deaths,70 to 79,male,13,0.812517266
2020-03-14,deaths,70 to 79,female,4,0.2256908397
2020-03-14,deaths,70 to 79,all,17,0.5041066903
2020-03-14,deaths,80+,male,10,1.344745742
2020-03-14,deaths,80+,female,4,0.3733753505
2020-03-14,deaths,80+,all,14,0.7713740872
2020-03-14,deaths,all,male,33,0.1648869947
2020-03-14,deaths,all,female,12,0.05974889333
2020-03-14,deaths,all,all,45,0.1122257175
2020-03-21,cases,0 to 11,male,43,1.720286256
2020-03-21,cases,0 to 11,female,34,1.431234848
2020-03-21,cases,0 to 11,all,77,1.579436961
2020-03-21,cases,12 to 19,male,51,2.788616321
2020-03-21,cases,12 to 19,female,44,2.557057246
2020-03-21,cases,12 to 19,all,96,2.704536183
2020-03-21,cases,12 to 19,other,1,NA
2020-03-21,cases,20 to 29,male,239,8.291626567
2020-03-21,cases,20 to 29,female,288,10.90090284
2020-03-21,cases,20 to 29,all,527,9.539481961
2020-03-21,cases,30 to 39,male,326,11.0562594
2020-03-21,cases,30 to 39,female,304,10.71575233
2020-03-21,cases,30 to 39,all,630,10.88929031
2020-03-21,cases,40 to 49,male,333,12.96556805
2020-03-21,cases,40 to 49,female,332,12.95231675
2020-03-21,cases,40 to 49,all,665,12.95894897
2020-03-21,cases,50 to 59,male,409,16.60294761
2020-03-21,cases,50 to 59,female,419,16.64531379
2020-03-21,cases,50 to 59,all,828,16.62435955
2020-03-21,cases,60 to 69,male,374,15.08723366
2020-03-21,cases,60 to 69,female,317,12.26443199
2020-03-21,cases,60 to 69,all,691,13.6463448
2020-03-21,cases,70 to 79,male,215,13.43778555
2020-03-21,cases,70 to 79,female,158,8.914788167
2020-03-21,cases,70 to 79,all,373,11.06069385
2020-03-21,cases,80+,male,103,13.85088114
2020-03-21,cases,80+,female,140,13.06813727
2020-03-21,cases,80+,all,243,13.38885023
2020-03-21,cases,all,male,2093,10.45783272
2020-03-21,cases,all,female,2036,10.13739557
2020-03-21,cases,all,all,4130,10.29982697
2020-03-21,cases,all,other,1,NA
2020-03-21,hospitalizations,0 to 11,male,1,0.04000665711
2020-03-21,hospitalizations,0 to 11,all,1,0.02051216833
2020-03-21,hospitalizations,12 to 19,male,1,0.0546787514
2020-03-21,hospitalizations,12 to 19,female,1,0.0581149374
2020-03-21,hospitalizations,12 to 19,all,2,0.05634450382
2020-03-21,hospitalizations,20 to 29,male,13,0.4510089765
2020-03-21,hospitalizations,20 to 29,female,7,0.2649524997
2020-03-21,hospitalizations,20 to 29,all,20,0.3620296759
2020-03-21,hospitalizations,30 to 39,male,24,0.8139577475
2020-03-21,hospitalizations,30 to 39,female,24,0.8459804473
2020-03-21,hospitalizations,30 to 39,all,48,0.8296602144
2020-03-21,hospitalizations,40 to 49,male,47,1.82997507
2020-03-21,hospitalizations,40 to 49,female,24,0.9363120541
2020-03-21,hospitalizations,40 to 49,all,71,1.383587033
2020-03-21,hospitalizations,50 to 59,male,82,3.328708323
2020-03-21,hospitalizations,50 to 59,female,39,1.54932515
2020-03-21,hospitalizations,50 to 59,all,121,2.429405199
2020-03-21,hospitalizations,60 to 69,male,98,3.953339301
2020-03-21,hospitalizations,60 to 69,female,60,2.321343594
2020-03-21,hospitalizations,60 to 69,all,158,3.120293023
2020-03-21,hospitalizations,70 to 79,male,95,5.937626175
2020-03-21,hospitalizations,70 to 79,female,55,3.103249045
2020-03-21,hospitalizations,70 to 79,all,150,4.448000209
2020-03-21,hospitalizations,80+,male,49,6.589254137
2020-03-21,hospitalizations,80+,female,42,3.92044118
2020-03-21,hospitalizations,80+,all,91,5.013931567
2020-03-21,hospitalizations,all,male,410,2.048595995
2020-03-21,hospitalizations,all,female,252,1.25472676
2020-03-21,hospitalizations,all,all,662,1.650965
2020-03-21,icu,20 to 29,male,3,0.1040789946
2020-03-21,icu,20 to 29,female,2,0.0757007142
2020-03-21,icu,20 to 29,all,5,0.09050741898
2020-03-21,icu,30 to 39,male,8,0.2713192492
2020-03-21,icu,30 to 39,female,3,0.1057475559
2020-03-21,icu,30 to 39,all,11,0.1901304658
2020-03-21,icu,40 to 49,male,13,0.5061633171
2020-03-21,icu,40 to 49,female,5,0.1950650113
2020-03-21,icu,40 to 49,all,18,0.3507685436
2020-03-21,icu,50 to 59,male,31,1.258414122
2020-03-21,icu,50 to 59,female,12,0.4767154307
2020-03-21,icu,50 to 59,all,43,0.8633423435
2020-03-21,icu,60 to 69,male,61,2.460752014
2020-03-21,icu,60 to 69,female,22,0.8511593177
2020-03-21,icu,60 to 69,all,83,1.639141272
2020-03-21,icu,70 to 79,male,48,3.000063751
2020-03-21,icu,70 to 79,female,20,1.128454198
2020-03-21,icu,70 to 79,all,68,2.016426761
2020-03-21,icu,80+,male,15,2.017118613
2020-03-21,icu,80+,female,6,0.5600630258
2020-03-21,icu,80+,all,21,1.157061131
2020-03-21,icu,all,male,179,0.8943870318
2020-03-21,icu,all,female,70,0.3485352111
2020-03-21,icu,all,all,249,0.6209823037
2020-03-21,deaths,20 to 29,female,1,0.0378503571
2020-03-21,deaths,20 to 29,all,1,0.0181014838
2020-03-21,deaths,30 to 39,male,2,0.06782981229
2020-03-21,deaths,30 to 39,all,2,0.0345691756
2020-03-21,deaths,40 to 49,male,3,0.1168069193
2020-03-21,deaths,40 to 49,all,3,0.05846142394
2020-03-21,deaths,50 to 59,male,8,0.3247520315
2020-03-21,deaths,50 to 59,female,3,0.1191788577
2020-03-21,deaths,50 to 59,all,11,0.2208550181
2020-03-21,deaths,60 to 69,male,18,0.7261235451
2020-03-21,deaths,60 to 69,female,7,0.2708234193
2020-03-21,deaths,60 to 69,all,25,0.4937172505
2020-03-21,deaths,70 to 79,male,29,1.812538516
2020-03-21,deaths,70 to 79,female,13,0.7334952289
2020-03-21,deaths,70 to 79,all,42,1.245440058
2020-03-21,deaths,80+,male,34,4.572135523
2020-03-21,deaths,80+,female,47,4.387160368
2020-03-21,deaths,80+,all,81,4.462950076
2020-03-21,deaths,all,male,94,0.4696781061
2020-03-21,deaths,all,female,71,0.3535142855
2020-03-21,deaths,all,all,165,0.4114942976
2020-03-28,cases,0 to 11,male,66,2.640439369
2020-03-28,cases,0 to 11,female,64,2.694089126
2020-03-28,cases,0 to 11,all,130,2.666581883
2020-03-28,cases,12 to 19,male,107,5.8506264
2020-03-28,cases,12 to 19,female,113,6.566987926
2020-03-28,cases,12 to 19,all,220,6.19789542
2020-03-28,cases,20 to 29,male,430,14.91798922
2020-03-28,cases,20 to 29,female,489,18.50882462
2020-03-28,cases,20 to 29,all,919,16.63526361
2020-03-28,cases,30 to 39,male,447,15.15996305
2020-03-28,cases,30 to 39,female,478,16.84911057
2020-03-28,cases,30 to 39,all,925,15.98824371
2020-03-28,cases,40 to 49,male,478,18.61123581
2020-03-28,cases,40 to 49,female,502,19.58452713
2020-03-28,cases,40 to 49,all,980,19.09739849
2020-03-28,cases,50 to 59,male,552,22.40789018
2020-03-28,cases,50 to 59,female,629,24.98783382
2020-03-28,cases,50 to 59,all,1181,23.71179785
