year,age_group,gender,deaths
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,13
2020,0 to 29,male,51
2020,30 to 49,male,124
2020,50 +,male,1985
2020,50 +,male,2964
2020,50 +,male,3780
2020,50 +,male,3086
2020,0 to 29,female,24
2020,30 to 49,female,89
2020,50 +,female,1041
2020,50 +,female,1774
2020,50 +,female,2730
2020,50 +,female,3562
2021,0 to 29,male,25
2021,0 to 29,male,242
2021,30 to 49,male,619
2021,50 +,male,5361
2021,50 +,male,5230
2021,50 +,male,5329
2021,50 +,male,3662
2021,0 to 29,female,33
2021,0 to 29,female,141
2021,30 to 49,female,430
2021,50 +,female,3490
2021,50 +,female,3785
2021,50 +,female,4048
2021,50 +,female,4084
2022,0 to 29,male,15
2022,0 to 29,male,47
2022,30 to 49,male,95
2022,50 +,male,1228
2022,50 +,male,1978
2022,50 +,male,2957
2022,50 +,male,2866
2022,0 to 29,female,22
2022,0 to 29,female,20
2022,30 to 49,female,81
2022,50 +,female,804
2022,50 +,female,1370
2022,50 +,female,2076
2022,50 +,female,2987
2023,30 to 49,male,15
2023,50 +,male,164
2023,50 +,male,429
2023,50 +,male,815
2023,50 +,male,846
2023,30 to 49,female,11
2023,50 +,female,122
2023,50 +,female,301
2023,50 +,female,589
2023,50 +,female,937
2020,0 to 29,male,23
2020,30 to 49,male,80
2020,50 +,male,1098
2020,50 +,male,1534
2020,50 +,male,1615
2020,50 +,male,983
2020,0 to 29,female,28
2020,30 to 49,female,61
2020,50 +,female,722
2020,50 +,female,1085
2020,50 +,female,1336
2020,50 +,female,1483
2021,0 to 29,male,17
2021,0 to 29,male,106
2021,30 to 49,male,279
2021,50 +,male,2579
2021,50 +,male,2425
2021,50 +,male,2195
2021,50 +,male,1104
2021,0 to 29,female,10
2021,0 to 29,female,82
2021,30 to 49,female,260
2021,50 +,female,1886
2021,50 +,female,1891
2021,50 +,female,1887
2021,50 +,female,1443
2022,0 to 29,male,15
2022,0 to 29,male,29
2022,30 to 49,male,74
2022,50 +,male,709
2022,50 +,male,1101
2022,50 +,male,1142
2022,50 +,male,733
2022,0 to 29,female,12
2022,0 to 29,female,23
2022,30 to 49,female,47
2022,50 +,female,588
2022,50 +,female,718
2022,50 +,female,926
2022,50 +,female,868
2023,50 +,male,102
2023,50 +,male,172
2023,50 +,male,257
2023,50 +,male,185
2023,0 to 29,female,0
2023,50 +,female,89
2023,50 +,female,141
2023,50 +,female,222
2023,50 +,female,275
2020,0 to 29,male,0
2020,50 +,male,51
2020,50 +,male,63
2020,50 +,male,53
2020,50 +,male,48
2020,0 to 29,female,0
2020,50 +,female,23
2020,50 +,female,23
2020,50 +,female,28
2020,50 +,female,53
2021,30 to 49,male,25
2021,50 +,male,116
2021,50 +,male,119
2021,50 +,male,74
2021,50 +,male,51
2021,0 to 29,female,0
2021,30 to 49,female,12
2021,50 +,female,84
2021,50 +,female,80
2021,50 +,female,42
2021,50 +,female,67
2022,50 +,male,80
2022,50 +,male,64
2022,50 +,male,82
2022,50 +,male,124
2022,50 +,female,23
2022,50 +,female,41
2022,50 +,female,55
2022,50 +,female,125
2023,0 to 29,male,0
2023,50 +,male,13
2023,50 +,male,17
2023,50 +,male,26
2023,50 +,male,44
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,12
2023,50 +,female,25
2023,50 +,female,45
2020,0 to 29,male,0
2020,50 +,male,93
2020,50 +,male,208
2020,50 +,male,301
2020,50 +,male,263
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,50 +,female,58
2020,50 +,female,124
2020,50 +,female,165
2020,50 +,female,288
2021,0 to 29,male,11
2021,30 to 49,male,26
2021,50 +,male,388
2021,50 +,male,393
2021,50 +,male,448
2021,50 +,male,294
2021,0 to 29,female,0
2021,30 to 49,female,21
2021,50 +,female,192
2021,50 +,female,295
2021,50 +,female,284
2021,50 +,female,298
2022,50 +,male,100
2022,50 +,male,140
2022,50 +,male,181
2022,50 +,male,175
2022,0 to 29,female,0
2022,50 +,female,62
2022,50 +,female,86
2022,50 +,female,127
2022,50 +,female,162
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,50 +,male,27
2023,50 +,male,41
2023,50 +,male,30
2023,0 to 29,female,0
2023,30 to 49,female,0
2023,50 +,female,17
2023,50 +,female,35
2023,50 +,female,33
2020,0 to 29,male,41
2020,30 to 49,male,130
2020,50 +,male,1505
2020,50 +,male,2168
2020,50 +,male,2482
2020,50 +,male,2355
2020,0 to 29,female,20
2020,30 to 49,female,67
2020,50 +,female,806
2020,50 +,female,1294
2020,50 +,female,1945
2020,50 +,female,3435
2021,0 to 29,male,61
2021,30 to 49,male,160
2021,50 +,male,1496
2021,50 +,male,1629
2021,50 +,male,1615
2021,50 +,male,1273
2021,0 to 29,female,32
2021,30 to 49,female,115
2021,50 +,female,864
2021,50 +,female,1166
2021,50 +,female,1279
2021,50 +,female,1506
2022,0 to 29,male,14
2022,0 to 29,male,29
2022,30 to 49,male,71
2022,50 +,male,820
2022,50 +,male,1070
2022,50 +,male,1312
2022,50 +,male,1280
2022,0 to 29,female,21
2022,30 to 49,female,40
2022,50 +,female,506
2022,50 +,female,732
2022,50 +,female,994
2022,50 +,female,1534
2023,50 +,male,71
2023,50 +,male,160
2023,50 +,male,215
2023,50 +,male,296
2023,0 to 29,female,0
2023,50 +,female,71
2023,50 +,female,106
2023,50 +,female,197
2023,50 +,female,338
2020,30 to 49,male,34
2020,50 +,male,661
2020,50 +,male,1137
2020,50 +,male,1592
2020,50 +,male,1451
2020,30 to 49,female,24
2020,50 +,female,419
2020,50 +,female,784
2020,50 +,female,1307
2020,50 +,female,2178
2021,0 to 29,male,41
2021,30 to 49,male,102
2021,50 +,male,1248
2021,50 +,male,1453
2021,50 +,male,1394
2021,50 +,male,947
2021,0 to 29,female,12
2021,0 to 29,female,25
2021,30 to 49,female,72
2021,50 +,female,859
2021,50 +,female,1045
2021,50 +,female,1149
2021,50 +,female,1241
2022,0 to 29,male,14
2022,0 to 29,male,18
2022,30 to 49,male,55
2022,50 +,male,612
2022,50 +,male,799
2022,50 +,male,896
2022,50 +,male,712
2022,0 to 29,female,19
2022,30 to 49,female,41
2022,50 +,female,434
2022,50 +,female,620
2022,50 +,female,718
2022,50 +,female,859
2023,0 to 29,male,0
2023,50 +,male,56
2023,50 +,male,110
2023,50 +,male,142
2023,50 +,male,186
2023,30 to 49,female,0
2023,50 +,female,58
2023,50 +,female,85
2023,50 +,female,151
2023,50 +,female,213
2020,0 to 29,male,0
2020,30 to 49,male,22
2020,50 +,male,312
2020,50 +,male,474
2020,50 +,male,739
2020,50 +,male,893
2020,30 to 49,female,11
2020,50 +,female,157
2020,50 +,female,319
2020,50 +,female,602
2020,50 +,female,1168
2021,30 to 49,male,35
2021,50 +,male,385
2021,50 +,male,466
2021,50 +,male,539
2021,50 +,male,443
2021,0 to 29,female,12
2021,30 to 49,female,28
2021,50 +,female,262
2021,50 +,female,314
2021,50 +,female,353
2021,50 +,female,540
2022,30 to 49,male,15
2022,50 +,male,225
2022,50 +,male,229
2022,50 +,male,335
2022,50 +,male,346
2022,50 +,female,134
2022,50 +,female,195
2022,50 +,female,232
2022,50 +,female,443
2023,0 to 29,male,0
2023,50 +,male,22
2023,50 +,male,50
2023,50 +,male,78
2023,50 +,male,106
2023,0 to 29,female,0
2023,50 +,female,14
2023,50 +,female,28
2023,50 +,female,48
2023,50 +,female,129
2020,30 to 49,male,20
2020,50 +,male,246
2020,50 +,male,367
2020,50 +,male,613
2020,50 +,male,581
2020,50 +,female,137
2020,50 +,female,264
2020,50 +,female,417
2020,50 +,female,759
2021,0 to 29,male,18
2021,30 to 49,male,42
2021,50 +,male,472
2021,50 +,male,533
2021,50 +,male,514
2021,50 +,male,419
2021,30 to 49,female,29
2021,50 +,female,321
2021,50 +,female,359
2021,50 +,female,369
2021,50 +,female,513
2022,0 to 29,male,12
2022,30 to 49,male,26
2022,50 +,male,217
2022,50 +,male,289
2022,50 +,male,374
2022,50 +,male,339
2022,30 to 49,female,12
2022,50 +,female,170
2022,50 +,female,245
2022,50 +,female,256
2022,50 +,female,358
2023,0 to 29,male,0
2023,50 +,male,26
2023,50 +,male,43
2023,50 +,male,71
2023,50 +,male,72
2023,50 +,female,17
2023,50 +,female,36
2023,50 +,female,50
2023,50 +,female,96
2020,0 to 29,male,0
2020,30 to 49,male,15
2020,50 +,male,322
2020,50 +,male,601
2020,50 +,male,683
2020,50 +,male,584
2020,0 to 29,female,0
2020,50 +,female,254
2020,50 +,female,420
2020,50 +,female,654
2020,50 +,female,995
2021,0 to 29,male,40
2021,30 to 49,male,100
2021,50 +,male,1169
2021,50 +,male,1273
2021,50 +,male,1207
2021,50 +,male,630
2021,0 to 29,female,24
2021,30 to 49,female,72
2021,50 +,female,831
2021,50 +,female,991
2021,50 +,female,1008
2021,50 +,female,890
2022,0 to 29,male,23
2022,30 to 49,male,40
2022,50 +,male,534
2022,50 +,male,774
2022,50 +,male,880
2022,50 +,male,572
2022,30 to 49,female,29
2022,50 +,female,406
2022,50 +,female,608
2022,50 +,female,836
2022,50 +,female,880
2023,50 +,male,79
2023,50 +,male,135
2023,50 +,male,196
2023,50 +,male,217
2023,50 +,female,51
2023,50 +,female,95
2023,50 +,female,178
2023,50 +,female,213
2020,0 to 29,male,16
2020,30 to 49,male,53
2020,50 +,male,690
2020,50 +,male,1025
2020,50 +,male,1111
2020,50 +,male,752
2020,0 to 29,female,11
2020,30 to 49,female,39
2020,50 +,female,511
2020,50 +,female,675
2020,50 +,female,971
2020,50 +,female,980
2021,0 to 29,male,45
2021,30 to 49,male,119
2021,50 +,male,1077
2021,50 +,male,1055
2021,50 +,male,827
2021,50 +,male,411
2021,0 to 29,female,37
2021,30 to 49,female,105
2021,50 +,female,717
2021,50 +,female,811
2021,50 +,female,654
2021,50 +,female,573
2022,0 to 29,male,15
2022,30 to 49,male,32
2022,50 +,male,277
2022,50 +,male,409
2022,50 +,male,497
2022,50 +,male,350
2022,0 to 29,female,13
2022,30 to 49,female,27
2022,50 +,female,234
2022,50 +,female,286
2022,50 +,female,414
2022,50 +,female,423
2023,50 +,male,30
2023,50 +,male,80
2023,50 +,male,97
2023,50 +,male,98
2023,50 +,female,27
2023,50 +,female,42
2023,50 +,female,112
2023,50 +,female,104
2020,0 to 29,male,0
2020,50 +,male,23
2020,50 +,male,47
2020,50 +,male,82
2020,50 +,male,68
2020,0 to 29,female,0
2020,0 to 29,female,0
2020,50 +,female,26
2020,50 +,female,78
2020,50 +,female,124
2021,0 to 29,male,0
2021,30 to 49,male,10
2021,50 +,male,159
2021,50 +,male,190
2021,50 +,male,216
2021,50 +,male,150
2021,50 +,female,94
2021,50 +,female,111
2021,50 +,female,180
2021,50 +,female,261
2022,50 +,male,98
2022,50 +,male,133
2022,50 +,male,166
2022,50 +,male,136
2022,0 to 29,female,0
2022,50 +,female,48
2022,50 +,female,91
2022,50 +,female,149
2022,50 +,female,181
2023,0 to 29,male,0
2023,0 to 29,male,0
2023,30 to 49,male,0
2023,50 +,male,13
2023,50 +,male,31
2023,50 +,male,47
2023,50 +,male,51
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,12
2023,50 +,female,25
2023,50 +,female,40
2023,50 +,female,67
2020,0 to 29,male,22
2020,30 to 49,male,57
2020,50 +,male,626
2020,50 +,male,754
2020,50 +,male,1001
2020,50 +,male,877
2020,0 to 29,female,12
2020,30 to 49,female,21
2020,50 +,female,352
2020,50 +,female,595
2020,50 +,female,879
2020,50 +,female,1333
2021,0 to 29,male,27
2021,30 to 49,male,71
2021,50 +,male,788
2021,50 +,male,765
2021,50 +,male,800
2021,50 +,male,637
2021,0 to 29,female,15
2021,30 to 49,female,46
2021,50 +,female,524
2021,50 +,female,619
2021,50 +,female,668
2021,50 +,female,851
2022,0 to 29,male,11
2022,30 to 49,male,45
2022,50 +,male,345
2022,50 +,male,528
2022,50 +,male,636
2022,50 +,male,623
2022,0 to 29,female,11
2022,30 to 49,female,31
2022,50 +,female,270
2022,50 +,female,393
2022,50 +,female,551
2022,50 +,female,702
2023,50 +,male,44
2023,50 +,male,104
2023,50 +,male,139
2023,50 +,male,208
2023,0 to 29,female,0
2023,0 to 29,female,0
2023,50 +,female,42
2023,50 +,female,80
2023,50 +,female,125
2023,50 +,female,228
2020,30 to 49,male,27
2020,50 +,male,542
2020,50 +,male,966
2020,50 +,male,1460
2020,50 +,male,1830
2020,30 to 49,female,13
2020,50 +,female,305
2020,50 +,female,630
2020,50 +,female,1312
2020,50 +,female,3003
2021,0 to 29,male,24
2021,30 to 49,male,55
2021,50 +,male,595
2021,50 +,male,729
2021,50 +,male,837
2021,50 +,male,819
2021,30 to 49,female,19
2021,50 +,female,308
2021,50 +,female,438
2021,50 +,female,655
2021,50 +,female,943
2022,30 to 49,male,29
2022,50 +,male,302
2022,50 +,male,506
2022,50 +,male,622
2022,50 +,male,723
2022,30 to 49,female,23
2022,50 +,female,218
2022,50 +,female,334
2022,50 +,female,464
2022,50 +,female,976
2023,0 to 29,male,0
2023,50 +,male,41
2023,50 +,male,97
2023,50 +,male,177
2023,50 +,male,243
2023,50 +,female,34
2023,50 +,female,62
2023,50 +,female,154
2023,50 +,female,315
2020,0 to 29,male,0
2020,0 to 29,male,25
2020,30 to 49,male,59
2020,50 +,male,1038
2020,50 +,male,1708
2020,50 +,male,2004
2020,50 +,male,1616
2020,0 to 29,female,20
2020,30 to 49,female,27
2020,50 +,female,608
2020,50 +,female,1098
2020,50 +,female,1517
2020,50 +,female,2306
2021,0 to 29,male,68
2021,30 to 49,male,185
2021,50 +,male,1967
2021,50 +,male,2135
2021,50 +,male,2091
2021,50 +,male,1454
2021,0 to 29,female,44
2021,30 to 49,female,126
2021,50 +,female,1276
2021,50 +,female,1557
2021,50 +,female,1614
2021,50 +,female,1687
2022,0 to 29,male,20
2022,30 to 49,male,65
2022,50 +,male,686
2022,50 +,male,1061
2022,50 +,male,1163
2022,50 +,male,1125
2022,0 to 29,female,16
2022,0 to 29,female,22
2022,30 to 49,female,46
2022,50 +,female,554
2022,50 +,female,721
2022,50 +,female,972
2022,50 +,female,1424
2023,50 +,male,88
2023,50 +,male,149
2023,50 +,male,278
2023,50 +,male,279
2023,50 +,female,73
2023,50 +,female,135
2023,50 +,female,259
2023,50 +,female,388
2020,0 to 29,male,0
2020,30 to 49,male,21
2020,50 +,male,328
2020,50 +,male,559
2020,50 +,male,925
2020,50 +,male,1123
2020,30 to 49,female,14
2020,50 +,female,169
2020,50 +,female,378
2020,50 +,female,690
2020,50 +,female,1537
2021,0 to 29,male,19
2021,30 to 49,male,75
2021,50 +,male,623
2021,50 +,male,690
2021,50 +,male,771
2021,50 +,male,660
2021,0 to 29,female,12
2021,30 to 49,female,35
2021,50 +,female,351
2021,50 +,female,395
2021,50 +,female,577
2021,50 +,female,768
2022,0 to 29,male,16
2022,30 to 49,male,21
2022,50 +,male,306
2022,50 +,male,379
2022,50 +,male,494
2022,50 +,male,523
2022,30 to 49,female,16
2022,50 +,female,190
2022,50 +,female,242
2022,50 +,female,387
2022,50 +,female,678
2023,50 +,male,27
2023,50 +,male,59
2023,50 +,male,115
2023,50 +,male,200
2023,0 to 29,female,0
2023,50 +,female,27
2023,50 +,female,59
2023,50 +,female,117
2023,50 +,female,293
2020,0 to 29,male,11
2020,30 to 49,male,44
2020,50 +,male,484
2020,50 +,male,732
2020,50 +,male,800
2020,50 +,male,495
2020,0 to 29,female,0
2020,0 to 29,female,17
2020,30 to 49,female,41
2020,50 +,female,433
2020,50 +,female,530
2020,50 +,female,645
2020,50 +,female,739
2021,0 to 29,male,28
2021,30 to 49,male,101
2021,50 +,male,855
2021,50 +,male,841
2021,50 +,male,682
2021,50 +,male,360
2021,0 to 29,female,29
2021,30 to 49,female,102
2021,50 +,female,642
2021,50 +,female,662
2021,50 +,female,649
2021,50 +,female,533
2022,0 to 29,male,10
2022,30 to 49,male,26
2022,50 +,male,266
2022,50 +,male,448
2022,50 +,male,493
2022,50 +,male,307
2022,0 to 29,female,12
2022,30 to 49,female,28
2022,50 +,female,243
2022,50 +,female,352
2022,50 +,female,438
2022,50 +,female,436
2023,0 to 29,male,0
2023,50 +,male,48
2023,50 +,male,80
2023,50 +,male,109
2023,50 +,male,101
2023,50 +,female,44
2023,50 +,female,80
2023,50 +,female,94
2023,50 +,female,116
2020,0 to 29,male,10
2020,30 to 49,male,24
2020,50 +,male,575
2020,50 +,male,963
2020,50 +,male,1324
2020,50 +,male,1204
2020,0 to 29,female,0
2020,0 to 29,female,10
2020,30 to 49,female,15
2020,50 +,female,350
2020,50 +,female,704
2020,50 +,female,1000
2020,50 +,female,1730
2021,0 to 29,male,10
2021,0 to 29,male,43
2021,30 to 49,male,110
2021,50 +,male,1241
2021,50 +,male,1203
2021,50 +,male,1218
2021,50 +,male,813
2021,0 to 29,female,29
2021,30 to 49,female,73
2021,50 +,female,801
2021,50 +,female,961
2021,50 +,female,942
2021,50 +,female,1007
2022,0 to 29,male,10
2022,0 to 29,male,17
2022,30 to 49,male,52
2022,50 +,male,581
2022,50 +,male,660
2022,50 +,male,824
2022,50 +,male,653
2022,0 to 29,female,16
2022,30 to 49,female,33
2022,50 +,female,399
2022,50 +,female,547
2022,50 +,female,649
2022,50 +,female,806
2023,50 +,male,56
2023,50 +,male,92
2023,50 +,male,163
2023,50 +,male,145
2023,30 to 49,female,0
2023,50 +,female,34
2023,50 +,female,80
2023,50 +,female,128
2023,50 +,female,189
